"analysis_id","family","temporal_role","analysis_role","outcome_id","outcome_variable","mechanism_family","tier","denominator","specification_id","adjustment_id","construction_id","fixed_effect","n","effective_f","effective_f_critical_value","first_stage_strong","reduced_form_p_value","reduced_form_p_holm","reduced_form_holm_signal","anderson_rubin_p_beta0","anderson_rubin_p_beta0_holm_within_spec","ar_holm_rejects_zero","ar_95_contains_zero","ar_95_bounded","ar_95_n_components","ar_95_disconnected","evidence_status"
"labor__nss66__primary__labor_force_participation_age15plus__region_main__nonzero_mean","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",458,3.21132187724686,23.1085112116065,FALSE,0.417965712729255,0.80125596045834,FALSE,0.417965712729255,0.80125596045834,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__nss66__primary__labor_force_participation_age15plus__region_main__glottolog_mean","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",458,0.728501701266034,23.1085112116065,FALSE,0.861401165471885,1,FALSE,0.861401165471885,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__labor_force_participation_age15plus__region_main__dyen_noncognate","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",458,0.336217192605476,23.1085112116065,FALSE,0.185533911284471,0.371067822568942,FALSE,0.185533911284471,0.371067822568942,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__labor_force_participation_age15plus__state_main__nonzero_mean","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",458,0.468563895077224,23.1085112116065,FALSE,0.746356857197376,1,FALSE,0.746356857197376,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__labor_force_participation_age15plus__state_main__glottolog_mean","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",458,1.46766504586573,23.1085112116065,FALSE,0.434979230954863,0.869958461909726,FALSE,0.434979230954863,0.869958461909726,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__labor_force_participation_age15plus__state_main__dyen_noncognate","nss66_labor","early_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",458,0.00967105183150115,23.1085112116065,FALSE,0.494024938222962,0.988049876445924,FALSE,0.494024938222962,0.988049876445924,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__region_main__nonzero_mean","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",458,3.21132187724686,23.1085112116065,FALSE,0.40062798022917,0.80125596045834,FALSE,0.40062798022917,0.80125596045834,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__region_main__glottolog_mean","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",458,0.728501701266034,23.1085112116065,FALSE,0.833152945518043,1,FALSE,0.833152945518043,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__region_main__dyen_noncognate","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",458,0.336217192605476,23.1085112116065,FALSE,0.189577598577927,0.371067822568942,FALSE,0.189577598577927,0.371067822568942,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__state_main__nonzero_mean","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",458,0.468563895077224,23.1085112116065,FALSE,0.802508173905703,1,FALSE,0.802508173905703,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__state_main__glottolog_mean","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",458,1.46766504586573,23.1085112116065,FALSE,0.50243344031434,0.869958461909726,FALSE,0.50243344031434,0.869958461909726,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__nss66__primary__employment_rate_age15plus__state_main__dyen_noncognate","nss66_labor","early_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",458,0.00967105183150115,23.1085112116065,FALSE,0.559019969531163,0.988049876445924,FALSE,0.559019969531163,0.988049876445924,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__region_main__nonzero_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",467,5.1981792573825,23.1085112116065,FALSE,0.0880855517077737,0.176171103415547,FALSE,0.0880855517077738,0.176171103415548,FALSE,TRUE,TRUE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__region_main__glottolog_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",467,0.122956954358937,23.1085112116065,FALSE,0.365319796109534,0.730639592219068,FALSE,0.365319796109534,0.730639592219068,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__region_main__dyen_noncognate","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",467,0.0364150769478659,23.1085112116065,FALSE,0.0573159396412087,0.114631879282417,FALSE,0.0573159396412087,0.114631879282417,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__state_main__nonzero_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",467,1.44902139990063,23.1085112116065,FALSE,0.197751320981751,0.268612318432178,FALSE,0.197751320981751,0.268612318432178,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__state_main__glottolog_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",467,1.06208803041326,23.1085112116065,FALSE,0.288865393269578,0.433004360543604,FALSE,0.288865393269578,0.433004360543604,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__labor_force_participation_age15plus__state_main__dyen_noncognate","plfs_2017_18_labor","long_run_post","causal_mechanism","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",467,0.193494737989361,23.1085112116065,FALSE,0.499924412496806,0.499924412496806,FALSE,0.499924412496806,0.499924412496806,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__region_main__nonzero_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",467,5.1981792573825,23.1085112116065,FALSE,0.116602701387163,0.176171103415547,FALSE,0.116602701387163,0.176171103415548,FALSE,TRUE,TRUE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__region_main__glottolog_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",467,0.122956954358937,23.1085112116065,FALSE,0.549450381147144,0.730639592219068,FALSE,0.549450381147144,0.730639592219068,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__region_main__dyen_noncognate","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",467,0.0364150769478659,23.1085112116065,FALSE,0.173713998677909,0.173713998677909,FALSE,0.173713998677909,0.173713998677909,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__state_main__nonzero_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",467,1.44902139990063,23.1085112116065,FALSE,0.134306159216089,0.268612318432178,FALSE,0.134306159216089,0.268612318432178,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__state_main__glottolog_mean","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",467,1.06208803041326,23.1085112116065,FALSE,0.216502180271802,0.433004360543604,FALSE,0.216502180271802,0.433004360543604,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__primary__employment_rate_age15plus__state_main__dyen_noncognate","plfs_2017_18_labor","long_run_post","causal_mechanism","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",467,0.193494737989361,23.1085112116065,FALSE,0.225314437624721,0.450628875249442,FALSE,0.225314437624721,0.450628875249442,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__region_main__nonzero_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",339,3.4128274517347,23.1085112116065,FALSE,0.139101301436328,0.278202602872656,FALSE,0.139101301436328,0.278202602872656,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__region_main__glottolog_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",339,0.792015883255548,23.1085112116065,FALSE,0.438573601633624,0.877147203267248,FALSE,0.438573601633624,0.877147203267248,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__region_main__dyen_noncognate","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",339,0.072645124957677,23.1085112116065,FALSE,0.0387372477907701,0.0774744955815402,FALSE,0.0387372477907701,0.0774744955815402,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__state_main__nonzero_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",339,0.812185634617844,23.1085112116065,FALSE,0.587732879457463,0.93721573727344,FALSE,0.587732879457463,0.93721573727344,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__state_main__glottolog_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",339,4.53104145414686,23.1085112116065,FALSE,0.236330431887386,0.424607777083076,FALSE,0.236330431887386,0.424607777083076,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__labor_force_participation_age15plus__state_main__dyen_noncognate","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","labor_force_participation_age15plus","labor_force_participation_age15plus","labor_supply","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",339,0.189981174074054,23.1085112116065,FALSE,0.281033936889052,0.281033936889052,FALSE,0.281033936889052,0.281033936889052,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__region_main__nonzero_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__nonzero_mean","region_main","nonzero_mean","region",339,3.4128274517347,23.1085112116065,FALSE,0.194913131783315,0.278202602872656,FALSE,0.194913131783315,0.278202602872656,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__region_main__glottolog_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__glottolog_mean","region_main","glottolog_mean","region",339,0.792015883255548,23.1085112116065,FALSE,0.547191327245723,0.877147203267248,FALSE,0.547191327245723,0.877147203267248,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__region_main__dyen_noncognate","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","region_main__dyen_noncognate","region_main","dyen_noncognate","region",339,0.072645124957677,23.1085112116065,FALSE,0.0961888009067522,0.0961888009067522,FALSE,0.0961888009067522,0.0961888009067522,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__state_main__nonzero_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__nonzero_mean","state_main","nonzero_mean","state",339,0.812185634617844,23.1085112116065,FALSE,0.46860786863672,0.93721573727344,FALSE,0.46860786863672,0.93721573727344,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__state_main__glottolog_mean","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__glottolog_mean","state_main","glottolog_mean","state",339,4.53104145414686,23.1085112116065,FALSE,0.212303888541538,0.424607777083076,FALSE,0.212303888541538,0.424607777083076,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"labor__plfs_2017_18__conservative__employment_rate_age15plus__state_main__dyen_noncognate","plfs_2017_18_conservative_labor","long_run_post","geography_robustness","employment_rate_age15plus","employment_rate_age15plus","employment","core","age15plus","state_main__dyen_noncognate","state_main","dyen_noncognate","state",339,0.189981174074054,23.1085112116065,FALSE,0.0900046311153993,0.180009262230799,FALSE,0.0900046311153993,0.180009262230799,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
